IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP9;IP_PROP10;IP_PROP11;IP_PROP12;IP_PROP13;IP_PROP14;IP_PROP15;IP_PROP46;IP_PROP16;IP_PROP17;IP_PROP18;IP_PROP19;IP_PROP20;IP_PROP21;IP_PROP22;IP_PROP23;IP_PROP24;IP_PROP25;IP_PROP26;IP_PROP27;IP_PROP28;IP_PROP29;IC_GROUP0;IC_GROUP1;IC_GROUP2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
190;Купальник W45 BLACK;;;;;;;;;;;;;;/upload/iblock/f97/f9707306690d7a7ea9d740be9447b5a2.jpg;;;;;;;;;1500.00;1500.00;Купальники;Раздельные;;0;0;0;0;0;;;1500.00;RUB
191;Купальник W48 PURPLE;;;;;;;;;;;;;;/upload/iblock/1b4/1b4dad45af2f746924d5d1c76a432a25.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
192;Купальник W52 RED;;;;;;;;;;;;;;/upload/iblock/74e/74e96e45c28320ef5658ecb3d6535af6.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
193;Комплект S95 SEA;;;;;;;;;;;;;;/upload/iblock/d4e/d4ed077ff8a57f87bcebc08556135ae4.jpg;;;;;;;;;1300.00;1300.00;Комплекты;С чашкой;;0;0;0;0;0;;;1300.00;RUB
194;Купальник W54 ORANGE;;;;;;;;;;;;;;/upload/iblock/81e/81e223f76a94641f858ca6754d8506f6.jpg;;;;;;;;;1300.00;1300.00;Купальники;Раздельные;;0;0;0;0;0;;;1300.00;RUB
195;Купальник W54 YELLOW;;;;;;;;;;;;;;/upload/iblock/c5b/c5bc645ad73a0e808fe109537ae1594b.jpg;;;;;;;;;1300.00;1300.00;Купальники;Раздельные;;0;0;0;0;0;;;1300.00;RUB
196;Купальник W56 RED;;;;;;;;;;;;;;/upload/iblock/476/47611aaf91b2984b99eb8e570b2a76c6.jpg;;;;;;;;;1500.00;1500.00;Купальники;Слитные;;0;0;0;0;0;;;1500.00;RUB
197;Купальник W56 BLACK;;;;;;;;;;;;;;/upload/iblock/950/95085d401aa618269664b371319b7483.jpg;;;;;;;;;1500.00;1500.00;Купальники;Слитные;;0;0;0;0;0;;;1500.00;RUB
198;Купальник W57 BLACK;;;;;;;;;;;;;;/upload/iblock/b01/b01ebac594dc4810ae2127f6e6c4aae3.jpg;;;;;;;;;1300.00;1300.00;Купальники;Слитные;;0;0;0;0;0;;;1300.00;RUB
199;Купальник W60 GREY;;;;;;;;;;;;;;/upload/iblock/c40/c409bcb1266e1902d61af0288080d21e.jpg;;;;;;;;;1700.00;1700.00;Купальники;Раздельные;;0;0;0;0;0;;;1700.00;RUB
200;Купальник W61 GEOM;;;;;;;;;;;;;;/upload/iblock/0bb/0bb7cff0c9896cda5cbc5bcb18634f65.jpg;;;;;;;;;1500.00;1500.00;Купальники;Раздельные;;0;0;0;0;0;;;1500.00;RUB
201;Купальник W62 RED;;;;;;;;;;;;;;/upload/iblock/99d/99d6fd6c5edd66a8801577b93c6e27fb.jpg;;;;;;;;;1500.00;1500.00;Купальники;Слитные;;0;0;0;0;0;;;1500.00;RUB
202;Купальник W63 BLUE;;;;;;;;;;;;;;/upload/iblock/281/281017ed2916ac03df2d3f3bcbe6a888.jpg;;;;;;;;;1500.00;1500.00;Купальники;Раздельные;;0;0;0;0;0;;;1500.00;RUB
203;Купальник W64 BLACK;;;;;;;;;;;;;;/upload/iblock/de3/de39ccf9b06dc15ecfec68980783400d.jpg;;;;;;;;;1400.00;1400.00;Купальники;Раздельные;;0;0;0;0;0;;;1400.00;RUB
204;Купальник W65 BLUE;;;;;;;;;;;;;;/upload/iblock/9ce/9ce1e32282ae49af68125e92f27e78e1.jpg;;;;;;;;;1700.00;1700.00;Купальники;Слитные;;0;0;0;0;0;;;1700.00;RUB
205;Купальник W67 BLACK;;;;;;;;;;;;;;/upload/iblock/24e/24e0aacdcec1f72288848fd153ea254a.jpg;;;;;;;;;1500.00;1500.00;Купальники;Раздельные;;0;0;0;0;0;;;1500.00;RUB
206;Купальник W68 COLOR;;;;;;;;;;;;;;/upload/iblock/183/183dee2b5d5bbbc9036390a3ddace58a.jpg;;;;;;;;;1500.00;1500.00;Купальники;Раздельные;;0;0;0;0;0;;;1500.00;RUB
207;Купальник W69 BLUE;;;;;;;;;;;;;;/upload/iblock/2c7/2c77810c9c2fcb804012241ce6a26fb1.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
208;Купальник W69 BLACK;;;;;;;;;;;;;;/upload/iblock/963/963928819860417aa18aa4e0082fa7b0.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
209;Купальник W70 RED;;;;;;;;;;;;;;/upload/iblock/d0c/d0c331edc16c9d752223290667fc1884.jpg;;;;;;;;;1500.00;1500.00;Купальники;Слитные;;0;0;0;0;0;;;1500.00;RUB
210;Купальник W71 PINKY;;;;;;;;;;;;;;/upload/iblock/bb3/bb375f715d76d60fa6aa7d01ac099da0.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
211;Купальник W72 STARK;;;;;;;;;;;;;;/upload/iblock/395/39557025876e1e440d4829beb46cc33e.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
212;Купальник W73 ROMB;;;;;;;;;;;;;;/upload/iblock/dd3/dd3aabd9bf96178ef15ad28ae5856d81.jpg;;;;;;;;;1500.00;1500.00;Купальники;Раздельные;;0;0;0;0;0;;;1500.00;RUB
213;Купальник W73 WHITE;;;;;;;;;;;;;;/upload/iblock/190/19059cf55be8ca2aa6e98b392a5e3831.jpg;;;;;;;;;1500.00;1500.00;Купальники;Раздельные;;0;0;0;0;0;;;1500.00;RUB
214;Купальник W73 TROPIC;;;;;;;;;;;;;;/upload/iblock/5ab/5abe24fe5c8b4a34d60fcf8ea36a1355.jpg;;;;;;;;;1500.00;1500.00;Купальники;Раздельные;;0;0;0;0;0;;;1500.00;RUB
215;Купальник W74 MICKEY;;;;;;;;;;;;;;/upload/iblock/982/9821f664bb06022c07058dafb2f5add4.jpg;;;;;;;;;1700.00;1700.00;Купальники;Раздельные;;0;0;0;0;0;;;1700.00;RUB
216;Купальник W75 PINK;;;;;;;;;;;;;;/upload/iblock/c5f/c5f317d716bf893c33a326f3bc22892d.jpg;;;;;;;;;1600.00;1600.00;Купальники;Слитные;;0;0;0;0;0;;;1600.00;RUB
217;Купальник W76 WHITE;;;;;;;;;;;;;;/upload/iblock/838/8381e7a360674c51a41a01184696fe0b.jpg;;;;;;;;;1600.00;1600.00;Купальники;Слитные;;0;0;0;0;0;;;1600.00;RUB
218;Купальник W77 BLUE;;;;;;;;;;;;;;/upload/iblock/dd8/dd8dbcd1a99c1994e7389d0514c0c247.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
219;Купальник W78 PINK;;;;;;;;;;;;;;/upload/iblock/279/279682e12b8f9b9c145e3fbfcac51e09.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
220;Купальник W79 GRAPE;;;;;;;;;;;;;;/upload/iblock/ed5/ed5430417d92083d7b6c3f975cedc812.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
221;Купальник W79 WHITE;;;;;;;;;;;;;;/upload/iblock/f99/f9957dc6f14e74580e17dc8817a6fd39.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
222;Купальник W79 STRIPE;;;;;;;;;;;;;;/upload/iblock/0a2/0a2287074ffcb256d5b073be2f8256bb.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
223;Купальник W80 BLACK;;;;;;;;;;;;;;/upload/iblock/563/563488bcefba645c2a5efc7fa82f4b07.jpg;;;;;;;;;1600.00;1600.00;Купальники;Слитные;;0;0;0;0;0;;;1600.00;RUB
224;Купальник W80 WHITE;;;;;;;;;;;;;;/upload/iblock/4d2/4d24f9a03b58b0850445b0caf8fa7af1.jpg;;;;;;;;;1600.00;1600.00;Купальники;Слитные;;0;0;0;0;0;;;1600.00;RUB
225;Купальник W81 BLACK;;;;;;;;;;;;;;/upload/iblock/9b1/9b10f994415239af2bfd717a7ec3fef9.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
226;Купальник W81 WHITE;;;;;;;;;;;;;;/upload/iblock/f79/f79c3f10c1912d268b2e44a1f7aa65c2.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
227;Купальник W82 BLACK;;;;;;;;;;;;;;/upload/iblock/c94/c94ef76f10c1199098a9cbd52e002f3c.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
228;Купальник W84 BLACK;;;;;;;;;;;;;;/upload/iblock/194/19454944538c3a99201dc1c907936dea.jpg;;;;;;;;;1600.00;1600.00;Купальники;Слитные;;0;0;0;0;0;;;1600.00;RUB
229;Купальник W86 RED;;;;;;;;;;;;;;/upload/iblock/2f2/2f2f3a77c72961760ceacbe47d808bc2.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
230;Купальник W86 PINK;;;;;;;;;;;;;;/upload/iblock/549/54901e472be5f724da6c7082811a896d.jpg;;;;;;;;;1600.00;1600.00;Купальники;Раздельные;;0;0;0;0;0;;;1600.00;RUB
231;Пеньюар V5 WHITE;;;;;;;;;;;;;;/upload/iblock/dea/dea1cb012b6784cb2de65424a2239723.jpg;;;;;;;;;2200.00;2200.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;2200.00;RUB
231;Пеньюар V5 WHITE;;;;;;;;;;;;;;/upload/iblock/bd2/bd2272b274f83c519a626a1534bd6a04.jpg;;;;;;;;;2200.00;2200.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;2200.00;RUB
232;Пеньюар с трусиками стрингами V7 PINK;;;;;;;;;;;;;;/upload/iblock/264/2642e1f1b855c44622d0f02a39e6c512.jpg;;;;;;;;;1500.00;1500.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1500.00;RUB
232;Пеньюар с трусиками стрингами V7 PINK;;;;;;;;;;;;;;/upload/iblock/9b3/9b3aeafcd709eb0bf9bd26ed1cb989a6.jpg;;;;;;;;;1500.00;1500.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1500.00;RUB
232;Пеньюар с трусиками стрингами V7 PINK;;;;;;;;;;;;;;/upload/iblock/63b/63b9a2d32969f6fbbdc7b9481c02d748.jpg;;;;;;;;;1500.00;1500.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1500.00;RUB
232;Пеньюар с трусиками стрингами V7 PINK;;;;;;;;;;;;;;/upload/iblock/48c/48c1114c16fb6c0552e78c58dbd0386e.jpg;;;;;;;;;1500.00;1500.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1500.00;RUB
233;Пеньюар-боди V9 ROSE;;;;;;;;;;;;;;/upload/iblock/13c/13c0a3a32c83af157d9cab2adc28b05f.jpg;;;;;;;;;1600.00;1600.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1600.00;RUB
233;Пеньюар-боди V9 ROSE;;;;;;;;;;;;;;/upload/iblock/174/17494e6265f494070908b0df4bdcc2dd.jpg;;;;;;;;;1600.00;1600.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1600.00;RUB
234;Халатик с трусиками стрингами V12 WHITE;;;;;;;;;;;;;;/upload/iblock/cd9/cd9b50acb4bcd5c34152b7b66f0bb39d.jpg;;;;;;;;;1900.00;1900.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1900.00;RUB
234;Халатик с трусиками стрингами V12 WHITE;;;;;;;;;;;;;;/upload/iblock/5a6/5a6a439ec7520ded14df4d85d2240725.jpg;;;;;;;;;1900.00;1900.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1900.00;RUB
234;Халатик с трусиками стрингами V12 WHITE;;;;;;;;;;;;;;/upload/iblock/9bb/9bbeb15126e97f53eaf19f379c7b1358.jpg;;;;;;;;;1900.00;1900.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1900.00;RUB
235;Пеньюар с трусиками-стрингами V15 BLACK;;;;;;;;;;;;;;/upload/iblock/cc1/cc1b04b536dd329019f33e8bcc618ac0.jpg;;;;;;;;;1600.00;1600.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1600.00;RUB
235;Пеньюар с трусиками-стрингами V15 BLACK;;;;;;;;;;;;;;/upload/iblock/ab3/ab317d3336ef24260c4f2fedb1153837.jpg;;;;;;;;;1600.00;1600.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1600.00;RUB
236;Пеньюар с трусиками V18 BLACK;;;;;;;;;;;;;;/upload/iblock/5d6/5d6165128ae827793c2e26e0392ec03d.jpg;;;;;;;;;2300.00;2300.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;2300.00;RUB
237;Пеньюар с трусиками V19 CREME;;;;;;;;;;;;;;/upload/iblock/65a/65a182d8dfe0f720a26f2bff15f37701.jpg;;;;;;;;;2100.00;2100.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;2100.00;RUB
238;Пеньюар с трусиками-стрингами V20 BLUE;;;;;;;;;;;;;;/upload/iblock/7bb/7bbc14621de9967d6e97bdf054f11eff.jpg;;;;;;;;;1900.00;1900.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1900.00;RUB
239;Пеньюар с трусиками-стрингами V21 RED;;;;;;;;;;;;;;/upload/iblock/0dd/0dde56658757878933175752aa8152b0.jpg;;;;;;;;;2200.00;2200.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;2200.00;RUB
240;Пеньюар с шортиками V22 PINK;;;;;;;;;;;;;;/upload/iblock/e66/e6635257b1f856d83156d1bd604eb806.jpg;;;;;;;;;2100.00;2100.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;2100.00;RUB
241;Пеньюар-боди V23 PINK;;;;;;;;;;;;;;/upload/iblock/7f1/7f116ed50f377e5f7d430f4133c7ec8f.jpg;;;;;;;;;1600.00;1600.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1600.00;RUB
242;Пеньюар-боди V23 BLUE;;;;;;;;;;;;;;/upload/iblock/2e7/2e7d4b314bad3fb3cf6ead2c51d7f1df.jpg;;;;;;;;;1600.00;1600.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1600.00;RUB
243;Пеньюар с трусиками V24 RED;;;;;;;;;;;;;;/upload/iblock/2d9/2d92a6e5bb62210f2e744462260a3a4f.jpg;;;;;;;;;1900.00;1900.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1900.00;RUB
244;Пеньюар с трусиками V24 SKIN;;;;;;;;;;;;;;/upload/iblock/cd3/cd34626a21f34d9184b3e069229e7002.jpg;;;;;;;;;1900.00;1900.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1900.00;RUB
245;Пеньюар с трусиками V25 BLACK;;;;;;;;;;;;;;/upload/iblock/ce7/ce742a14b76203b7d5b621d3abe063cc.jpg;;;;;;;;;1900.00;1900.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1900.00;RUB
246;Пеньюар-боди V26 MINT;;;;;;;;;;;;;;/upload/iblock/74a/74a4573f14958833890a4a6897f50af5.jpg;;;;;;;;;1500.00;1500.00;Пеньюары;Пеньюары;;0;0;0;0;0;;;1500.00;RUB
247;Топ T2 BLACK;;;;;;;;;;;;;;/upload/iblock/0af/0af12f48e9b19b19379b824fe004a3be.jpg;;;;;;;;;800.00;800.00;Топы;С чашкой;;0;0;0;0;0;;;800.00;RUB
248;Топ T2 PINK;;;;;;;;;;;;;;/upload/iblock/316/3160162fc4d90b56a28401bb03df7ad3.jpg;;;;;;;;;800.00;800.00;Топы;С чашкой;;0;0;0;0;0;;;800.00;RUB
249;Топ T3 RED;;;;;;;;;;;;;;/upload/iblock/f0e/f0e6ce813a6e8166da2ff2e685b42b06.jpg;;;;;;;;;1200.00;1200.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1200.00;RUB
250;Топ T4 BLACK;;;;;;;;;;;;;;/upload/iblock/1a8/1a84f474f5ff041e0e6b4021b4d35676.jpg;;;;;;;;;1200.00;1200.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1200.00;RUB
251;Топ T5 WHITE;;;;;;;;;;;;;;/upload/iblock/1b5/1b5737170c170cb6d0bd30aa90c2cb06.jpg;;;;;;;;;1400.00;1400.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1400.00;RUB
252;Топ T6 BLACK;;;;;;;;;;;;;;/upload/iblock/08c/08c48cc0c7a829130c80b56c17ea2de4.jpg;;;;;;;;;1400.00;1400.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1400.00;RUB
253;Топ T7 WHITE;;;;;;;;;;;;;;/upload/iblock/aef/aefbf5de26952d87312e4b11b9c0ad29.jpg;;;;;;;;;1200.00;1200.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1200.00;RUB
254;Топ T7 BLACK;;;;;;;;;;;;;;/upload/iblock/795/7956b80dd14c567d1d557f3d4072c40b.jpg;;;;;;;;;1200.00;1200.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1200.00;RUB
255;Топ T11 WHITE;;;;;;;;;;;;;;/upload/iblock/6df/6df5aaff043ee80affe7c1fe10c76bcc.jpg;;;;;;;;;1200.00;1200.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1200.00;RUB
256;Топ T11 BLACK;;;;;;;;;;;;;;/upload/iblock/b03/b03ca627f692d162ab62f2f4ea29e383.jpg;;;;;;;;;1200.00;1200.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1200.00;RUB
257;Топ T12 GREY;;;;;;;;;;;;;;/upload/iblock/856/856beeb690fc6cb5faee1f5eefc4ceec.jpg;;;;;;;;;1200.00;1200.00;Топы;Мягкие без косточек;;0;0;0;0;0;;;1200.00;RUB
258;Портупея Z1 BLACK;;;;;;;;;;;;;;/upload/iblock/2bd/2bd5eaa5e7c9d85c5a1fa5ceb6bfc8ba.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
259;Портупея Z2 BLACK;;;;;;;;;;;;;;/upload/iblock/8db/8db8da48b3602765ba71d32d2bff1301.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
260;Портупея Z4 BLACK;;;;;;;;;;;;;;/upload/iblock/957/957e845d9d9d6b2f43485c9da5ad1e09.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
260;Портупея Z4 BLACK;;;;;;;;;;;;;;/upload/iblock/94a/94a270bd6fa793234aab5d2eefde05c8.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
260;Портупея Z4 BLACK;;;;;;;;;;;;;;/upload/iblock/641/6419ab97949bb2d6e4495de663bc5727.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
260;Портупея Z4 BLACK;;;;;;;;;;;;;;/upload/iblock/38d/38d7da94f2cc57f6aa11aa945416d8a4.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
260;Портупея Z4 BLACK;;;;;;;;;;;;;;/upload/iblock/f3d/f3d128d0aeb638542452546fe23875e7.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
260;Портупея Z4 BLACK;;;;;;;;;;;;;;/upload/iblock/9f0/9f097cc535da44d670eda231bb14c616.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
260;Портупея Z4 BLACK;;;;;;;;;;;;;;/upload/iblock/512/5126a1728858f530e22f471c81435799.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
260;Портупея Z4 BLACK;;;;;;;;;;;;;;/upload/iblock/0aa/0aa8dcf3fefe26a47f89a429d97643af.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
261;Портупея Z5 BLACK;;;;;;;;;;;;;;/upload/iblock/17e/17e108ee4214371eaad855df0f558c87.jpg;;;;;;;;;1900.00;1900.00;Портупеи;Портупеи;;0;0;0;0;0;;;1900.00;RUB
262;Чокер Z20 WHITE;;;;;;;;;;;;;;/upload/iblock/8d1/8d195c4e435db135f914e30baa889e29.jpg;;;;;;;;;900.00;900.00;Портупеи;Портупеи;;0;0;0;0;0;;;900.00;RUB
263;Чокер Z20 BLACK;;;;;;;;;;;;;;/upload/iblock/6b5/6b593d1425c001b186f7d109cbec5659.jpg;;;;;;;;;900.00;900.00;Портупеи;Портупеи;;0;0;0;0;0;;;900.00;RUB
264;Чокер Z21 WHITE;;;;;;;;;;;;;;/upload/iblock/6f5/6f592715b163796d68a646e0b115b2e5.jpg;;;;;;;;;900.00;900.00;Портупеи;Портупеи;;0;0;0;0;0;;;900.00;RUB
265;Чокер Z21 BLACK;;;;;;;;;;;;;;/upload/iblock/285/2850561c151be91fa238cf3c8425f872.jpg;;;;;;;;;900.00;900.00;Портупеи;Портупеи;;0;0;0;0;0;;;900.00;RUB
266;Гартер Z25 BLACK;;;;;;;;;;;;;;/upload/iblock/853/8535dfe6482f3892deeeb8160b5e6cdf.jpg;;;;;;;;;1300.00;1300.00;Портупеи;Портупеи;;0;0;0;0;0;;;1300.00;RUB
267;Чулки H2 WHITE;;;;;;;;;;;;;;/upload/iblock/bb7/bb7db7b1476411924f11e37ff4d01a12.jpg;;;;;;;;;700.00;700.00;Аксессуары;Чулки;Чулки;0;0;0;0;0;;;700.00;RUB
268;Чулки H2 BLACK;;;;;;;;;;;;;;/upload/iblock/516/516671da3ae75a30cdfc8b0e1c424c12.jpg;;;;;;;;;700.00;700.00;Аксессуары;Чулки;Чулки;0;0;0;0;0;;;700.00;RUB
269;Чулки с поясом H3 LINE;;;;;;;;;;;;;;/upload/iblock/9ad/9ad81afb8f59faac93344057652330fd.jpg;;;;;;;;;500.00;500.00;Аксессуары;Чулки;Чулки;0;0;0;0;0;;;500.00;RUB
270;Пояс для чулок H4 BLACK;;;;;;;;;;;;;;/upload/iblock/00c/00c437562706a986e3c0f812985bc2a1.jpg;;;;;;;;;600.00;600.00;Аксессуары;Чулки;Пояса для чулок;0;0;0;0;0;;;600.00;RUB
271;Подвязка на ногу H11 BLACK;;;;;;;;;;;;;;/upload/iblock/6e2/6e232fd378efba65a628766ed86f5a84.jpg;;;;;;;;;500.00;500.00;Аксессуары;Чулки;;0;0;0;0;0;;;500.00;RUB
272;Трусики P1 BLACK;;;;;;;;;;;;;;/upload/iblock/e87/e878f29833737cde435e9ef6e83f2b17.jpg;;;;33;;;;;600.00;600.00;Аксессуары;Чулки;Трусики;0;0;0;0;0;;;600.00;RUB
273;Трусики P2 BLACK;;;;;;;;;;;;;;/upload/iblock/965/9653fe262968bf13c4a28aeeba04b564.jpg;;;;;;;;;600.00;600.00;Аксессуары;Чулки;Трусики;0;0;0;0;0;;;600.00;RUB
274;Трусики P3 WHITE;;;;;;;;;;;;;;/upload/iblock/e97/e97609112176fcc5dc37bd9b757a2b4a.jpg;;;;;;;;;600.00;600.00;Аксессуары;Чулки;Трусики;0;0;0;0;0;;;600.00;RUB
275;Трусики P4 BLACK;;;;;;;;;;;;;;/upload/iblock/442/44289f7d351db2616a51a0d8b229b1f8.jpg;;;;;;;;;600.00;600.00;Аксессуары;Чулки;Трусики;0;0;0;0;0;;;600.00;RUB
276;Трусики P5 BLACK;;;;;;;;;;;;;;/upload/iblock/4ba/4ba75d2db9ee06e74060be88babe13b9.jpg;;;;;;;;;600.00;600.00;Аксессуары;Чулки;Трусики;0;0;0;0;0;;;600.00;RUB
277;Трусики P6 VIOLET;;;;;;;;;;;;;;/upload/iblock/a97/a973e2bc44a87d0100b042a3f6d90ea0.jpg;;;;;;;;;500.00;500.00;Аксессуары;Чулки;Трусики;0;0;0;0;0;;;500.00;RUB
278;Трусики P7 BLACK;;;;;;;;;;;;;;/upload/iblock/3df/3df7c1337e3fd0a3f08e54b2b80c9837.jpg;;;;;;;;;600.00;600.00;Аксессуары;Чулки;Трусики;0;0;0;0;0;;;600.00;RUB
279;Ожерелье NK1;;;;;;;;;;;;;;/upload/iblock/083/083f306fc58430aac298cf4da9535e94.jpg;;;;;;;;;390.00;390.00;Аксессуары;Украшения;Ожерелья;0;0;0;0;0;;;390.00;RUB
